p_raw,p_cal,attack
0.999963,0.996062,A07
1.0,0.996062,A12
1.0,0.996062,A14
1.0,0.996062,A09
0.960985,0.383907,A18
1.0,0.996062,A14
3e-06,3e-06,none
0.999979,0.996062,A14
0.116155,0.003314,A15
8e-06,3e-06,none
0.999711,0.988715,A13
0.930174,0.252064,A13
0.894734,0.176977,A07
0.999735,0.989642,A10
0.998749,0.952834,A13
1.0,0.996062,A14
0.033792,0.000884,A17
0.999993,0.996062,A16
0.999999,0.996062,A11
0.002056,5.2e-05,none
0.999463,0.979191,A15
0.999607,0.984712,A11
0.999511,0.981024,A10
0.000119,3e-06,none
0.027676,0.00072,A17
0.999771,0.991025,A15
0.004738,0.00012,none
0.999765,0.990784,A07
0.999186,0.968784,A10
0.999183,0.968678,A08
0.000595,1.5e-05,A18
2e-06,3e-06,none
0.994034,0.808258,A13
0.998571,0.946472,A13
0.002588,6.6e-05,A18
0.999604,0.984575,A08
0.032068,0.000837,A18
0.999992,0.996062,A16
0.992324,0.765826,A19
0.999537,0.98201,A10
0.999997,0.996062,A11
1.0,0.996062,A14
0.999841,0.993743,A07
0.999988,0.996062,A13
0.997934,0.92436,A11
8e-06,3e-06,none
0.996131,0.866912,A08
0.000236,6e-06,none
0.999578,0.983579,A10
0.999498,0.980539,A15
1.0,0.996062,A09
0.99219,0.762704,A15
0.000353,9e-06,A17
0.000379,1e-05,A17
7e-06,3e-06,none
1.0,0.996062,A09
0.99886,0.956847,A15
0.948362,0.317233,A18
1.0,0.996062,A09
0.999974,0.996062,A15
0.999999,0.996062,A13
0.999988,0.996062,A13
3.4e-05,3e-06,A17
0.999578,0.983588,A08
0.999827,0.99321,A08
1.0,0.996062,A09
0.986507,0.649087,A18
0.999997,0.996062,A09
0.999997,0.996062,A11
0.999938,0.996062,A15
0.999975,0.996062,A10
0.999966,0.996062,A08
0.995558,0.850072,A08
0.996302,0.872052,A15
1.0,0.996062,A09
0.002208,5.6e-05,none
0.999998,0.996062,A14
0.999635,0.985786,A07
0.99789,0.922857,A16
0.998876,0.957425,A15
0.999947,0.996062,A10
0.999718,0.988973,A11
0.999958,0.996062,A13
0.029032,0.000756,A18
0.022515,0.000582,A17
0.000384,1e-05,none
0.998866,0.957042,A16
0.001005,2.5e-05,none
0.997873,0.922299,A15
9.7e-05,3e-06,none
0.949059,0.320344,A15
0.50661,0.025319,A16
0.999847,0.993976,A14
0.999993,0.996062,A11
0.999662,0.986799,A11
0.995577,0.850617,A08
3e-06,3e-06,A17
0.000341,9e-06,none
7e-06,3e-06,none
1.0,0.996062,A09
0.999902,0.996062,A15
1.0,0.996062,A09
3.9e-05,3e-06,none
0.272358,0.009381,A18
0.99999,0.996062,A14
0.000401,1e-05,A17
0.999819,0.992885,A13
1.0,0.996062,A09
0.000141,4e-06,A17
0.000174,4e-06,A17
0.999995,0.996062,A11
1.0,0.996062,A12
0.426762,0.018486,none
0.073268,0.001996,A18
0.999215,0.969878,A11
0.955336,0.351122,A14
0.000297,8e-06,A18
0.00013,3e-06,A17
0.999953,0.996062,A11
1e-06,3e-06,none
0.831603,0.111059,A18
1.0,0.996062,A12
1.0,0.996062,A09
0.999999,0.996062,A08
0.999148,0.967406,A16
0.000804,2e-05,A16
0.999444,0.978491,A07
0.953015,0.339125,A07
1.0,0.996062,A09
0.999944,0.996062,A14
7.6e-05,3e-06,none
0.999349,0.974908,A13
0.985557,0.633201,A18
0.99992,0.996062,A08
0.99614,0.867182,A08
0.217833,0.006996,A13
0.065288,0.001764,A18
1.0,0.996062,A16
0.999906,0.996062,A15
0.999998,0.996062,A08
0.999816,0.992764,A14
1e-06,3e-06,none
0.999946,0.996062,A08
0.000269,7e-06,none
0.927992,0.245871,A14
0.683544,0.051814,A13
0.999983,0.996062,A10
0.00012,3e-06,A17
2.3e-05,3e-06,none
0.006688,0.00017,A18
0.992796,0.777102,A13
0.952584,0.336978,A13
0.025255,0.000655,A19
0.997795,0.91967,A07
0.997192,0.899829,A14
1.0,0.996062,A12
0.000117,3e-06,none
1.0,0.996062,A09
0.994103,0.810054,A18
0.789367,0.086599,A18
0.004446,0.000113,none
0.999888,0.995599,A13
0.745659,0.069048,A19
0.999999,0.996062,A13
0.999999,0.996062,A15
0.030535,0.000796,A18
0.999987,0.996062,A07
0.995972,0.862171,A12
0.999993,0.996062,A07
2e-06,3e-06,none
1.0,0.996062,A12
0.999798,0.992059,A07
0.949457,0.322144,A19
0.99994,0.996062,A11
0.999991,0.996062,A10
0.999843,0.993818,A07
0.000133,3e-06,none
0.999912,0.996062,A08
0.999987,0.996062,A13
1.0,0.996062,A14
0.997746,0.918013,A10
0.999998,0.996062,A15
0.996485,0.877632,A10
0.408089,0.017143,A18
0.000127,3e-06,A17
9.7e-05,3e-06,A17
0.999668,0.987029,A15
1.0,0.996062,A12
1.0,0.996062,A12
1.0,0.996062,A16
0.99998,0.996062,A11
0.551323,0.030149,A08
0.999964,0.996062,A11
4e-06,3e-06,none
3.1e-05,3e-06,A17
0.99865,0.949272,A07
1.0,0.996062,A12
0.999499,0.980561,A08
1.0,0.996062,A12
0.999947,0.996062,A16
0.999815,0.992736,A08
0.999923,0.996062,A07
0.999985,0.996062,A16
0.999278,0.972234,A11
0.994848,0.830079,A16
1.0,0.996062,A16
0.998356,0.938889,A07
1.0,0.996062,A12
0.999993,0.996062,A11
0.999843,0.993822,A13
1.7e-05,3e-06,none
0.999984,0.996062,A13
0.999919,0.996062,A14
0.992338,0.766176,A16
0.999748,0.990123,A15
0.999995,0.996062,A11
4e-06,3e-06,none
1.0,0.996062,A14
1.3e-05,3e-06,A17
0.999997,0.996062,A14
0.999853,0.994218,A10
0.999996,0.996062,A14
0.999902,0.996062,A11
0.207395,0.006576,none
0.998652,0.949353,A15
0.001208,3.1e-05,A18
1.0,0.996062,A09
0.98315,0.596138,A10
1.0,0.996062,A14
7e-06,3e-06,A17
1.0,0.996062,A16
0.999999,0.996062,A14
4e-05,3e-06,A17
0.999637,0.985845,A10
0.000366,9e-06,none
0.175163,0.005344,A08
0.000149,4e-06,none
0.999977,0.996062,A11
3.8e-05,3e-06,A19
0.000143,4e-06,A17
1.0,0.996062,A12
0.999879,0.995253,A13
0.999758,0.990521,A13
0.999977,0.996062,A11
1.0,0.996062,A09
1.0,0.996062,A09
0.990533,0.725793,A19
0.996993,0.893475,A07
0.008775,0.000224,A08
0.006357,0.000162,A19
0.999992,0.996062,A11
0.998896,0.958129,A07
0.007127,0.000182,A19
0.998098,0.92995,A19
0.024508,0.000635,A18
0.996645,0.882553,A13
1.0,0.996062,A09
0.68645,0.05248,A13
0.001246,3.2e-05,A17
0.009265,0.000237,A17
0.999903,0.996062,A08
0.999994,0.996062,A07
0.99971,0.988674,A08
0.008772,0.000224,A18
0.999483,0.979967,A10
1.0,0.996062,A09
1.0,0.996062,A09
6e-06,3e-06,none
1.0,0.996062,A09
0.996921,0.891192,A10
0.998972,0.960911,A16
1.0,0.996062,A09
1.0,0.996062,A12
0.999989,0.996062,A14
0.415851,0.017691,A18
0.998027,0.927535,A08
1.0,0.996062,A12
1.0,0.996062,A09
0.985527,0.632716,A16
0.999999,0.996062,A12
0.999675,0.987309,A15
0.000137,3e-06,A17
0.999985,0.996062,A11
3.9e-05,3e-06,A19
9e-06,3e-06,none
1.0,0.996062,A14
0.000905,2.3e-05,none
0.999918,0.996062,A10
0.998234,0.93463,A14
0.999575,0.983461,A15
1.0,0.996062,A16
0.999982,0.996062,A11
0.193735,0.006042,none
0.809913,0.097303,A18
1.0,0.996062,A13
0.999998,0.996062,A11
0.999999,0.996062,A10
1e-05,3e-06,none
1.0,0.996062,A09
0.998661,0.949662,A10
0.999962,0.996062,A07
0.998492,0.943657,A11
0.990959,0.734955,A13
0.999471,0.979521,A13
4.8e-05,3e-06,none
0.999262,0.971636,A10
1.0,0.996062,A09
0.999911,0.996062,A10
0.937904,0.276472,A15
1.0,0.996062,A12
0.843406,0.119918,A19
0.999826,0.993159,A16
0.991936,0.756803,A10
0.000134,3e-06,A17
0.000885,2.2e-05,A18
1.9e-05,3e-06,none
0.995552,0.84991,A10
0.999979,0.996062,A11
1.0,0.996062,A09
0.999961,0.996062,A14
1.3e-05,3e-06,A17
0.997241,0.901438,A10
0.965886,0.417353,A13
0.999984,0.996062,A15
0.998502,0.944032,A11
0.999999,0.996062,A11
0.999538,0.982065,A07
0.998791,0.954335,A08
0.995797,0.857027,A16
1.0,0.996062,A09
0.000233,6e-06,none
0.004174,0.000106,A19
0.184344,0.005685,A18
1.5e-05,3e-06,A17
0.999987,0.996062,A16
0.999955,0.996062,A16
0.968026,0.433728,A13
0.954112,0.344697,A18
0.998577,0.946659,A07
1.0,0.996062,A12
1.0,0.996062,A12
0.992342,0.766265,A16
0.001475,3.7e-05,none
0.206249,0.006531,A19
0.178178,0.005455,A17
0.999976,0.996062,A10
0.000471,1.2e-05,none
0.004686,0.000119,A17
0.275459,0.009527,A07
1.7e-05,3e-06,none
0.997473,0.908986,A14
0.989175,0.698043,A07
0.999997,0.996062,A14
0.998202,0.933532,A07
1.0,0.996062,A09
0.010588,0.000271,A19
0.999903,0.996062,A08
0.99978,0.991386,A10
0.999643,0.986088,A12
2e-05,3e-06,A19
0.998617,0.948092,A15
0.011048,0.000283,A08
0.000901,2.3e-05,A17
0.999715,0.98884,A15
0.999999,0.996062,A07
0.020849,0.000538,none
0.885941,0.164233,A15
0.99997,0.996062,A10
0.995488,0.848077,A19
0.984075,0.609887,A15
0.998805,0.954858,A10
0.00787,0.000201,A19
0.999941,0.996062,A10
0.000293,7e-06,none
0.997384,0.906056,A10
0.999836,0.993562,A08
0.999975,0.996062,A08
0.999934,0.996062,A07
0.994922,0.832116,A15
1.0,0.996062,A09
0.962312,0.392455,A08
0.998008,0.926863,A16
0.000585,1.5e-05,A17
0.000184,5e-06,A17
0.996079,0.865364,A10
1.0,0.996062,A12
0.999997,0.996062,A11
0.986774,0.653674,A11
1.0,0.996062,A12
1.0,0.996062,A09
0.999876,0.995137,A10
0.999946,0.996062,A15
0.000677,1.7e-05,none
0.996595,0.881031,A13
0.738364,0.066638,none
0.000132,3e-06,none
0.999946,0.996062,A10
0.306716,0.011069,A19
0.999988,0.996062,A08
0.999805,0.992332,A11
0.9999,0.996052,A08
0.999876,0.995113,A11
0.999991,0.996062,A16
0.012421,0.000318,A19
0.974235,0.488915,A07
0.001467,3.7e-05,A17
0.998437,0.94171,A15
0.964634,0.408298,A15
0.999569,0.983251,A16
0.99978,0.991363,A15
2e-05,3e-06,none
0.999748,0.990118,A10
0.000649,1.6e-05,none
0.999999,0.996062,A14
0.999946,0.996062,A11
1.0,0.996062,A14
1.0,0.996062,A09
0.999836,0.993548,A10
0.005538,0.000141,A19
0.999903,0.996062,A07
0.999987,0.996062,A07
0.002667,6.8e-05,A19
0.99926,0.971565,A08
0.999995,0.996062,A16
0.999457,0.978974,A11
7.6e-05,3e-06,A17
0.998401,0.940471,A08
0.879331,0.155659,A19
1.0,0.996062,A09
0.999731,0.989467,A10
0.000626,1.6e-05,A17
0.911462,0.206626,A19
0.999986,0.996062,A14
0.990941,0.734562,A13
1.0,0.996062,A14
0.999643,0.986097,A12
0.999949,0.996062,A10
0.999979,0.996062,A08
0.999986,0.996062,A11
0.434437,0.019063,A17
0.004411,0.000112,A17
0.999917,0.996062,A11
0.999773,0.991118,A10
0.999993,0.996062,A15
1.0,0.996062,A12
0.001022,2.6e-05,none
0.999646,0.986184,A14
0.957877,0.365199,A16
0.998289,0.936553,A14
0.999828,0.993241,A08
1.0,0.996062,A16
3.8e-05,3e-06,none
3.2e-05,3e-06,none
0.999404,0.976955,A15
0.000657,1.7e-05,none
1.0,0.996062,A14
0.047864,0.00127,A19
0.003145,8e-05,A17
0.000386,1e-05,none
1.0,0.996062,A12
0.999825,0.993113,A07
0.999742,0.989897,A15
0.999984,0.996062,A10
0.999905,0.996062,A11
1.0,0.996062,A12
1.0,0.996062,A12
0.991552,0.748075,A16
1.0,0.996062,A12
0.999996,0.996062,A08
0.249211,0.008328,A19
0.000664,1.7e-05,A17
0.999646,0.986184,A14
0.99987,0.99488,A11
1e-06,3e-06,A17
1.0,0.996062,A09
0.999951,0.996062,A13
0.953888,0.343549,A13
3e-06,3e-06,A17
1.5e-05,3e-06,A17
0.000932,2.4e-05,none
1.0,0.996062,A13
1.0,0.996062,A09
0.999982,0.996062,A13
0.999969,0.996062,A12
1.0,0.996062,A12
1.0,0.996062,A09
0.996863,0.889358,A19
0.999779,0.991326,A10
6.2e-05,3e-06,none
1.0,0.996062,A12
0.000861,2.2e-05,A18
0.999141,0.967124,A11
0.999479,0.979802,A11
0.999817,0.992825,A16
0.0,3e-06,A17
0.99385,0.803477,A07
0.997099,0.896852,A15
1.0,0.996062,A16
0.999983,0.996062,A11
2e-06,3e-06,A17
0.999938,0.996062,A13
0.963855,0.402853,A18
0.988578,0.686475,A19
0.000349,9e-06,none
0.000118,3e-06,A17
0.999936,0.996062,A07
1.0,0.996062,A09
0.963122,0.39785,A15
0.999993,0.996062,A14
0.997219,0.900726,A08
0.003215,8.2e-05,A17
0.999776,0.991224,A15
0.99976,0.99059,A15
0.979743,0.550273,A15
0.999972,0.996062,A14
0.999962,0.996062,A14
0.05631,0.001507,A19
2.1e-05,3e-06,none
0.999635,0.985763,A14
0.9988,0.954669,A15
0.999997,0.996062,A07
1.0,0.996062,A09
0.999496,0.980466,A10
8e-06,3e-06,none
0.998199,0.933419,A13
0.999763,0.990729,A12
0.089413,0.002478,none
0.987791,0.671788,A15
0.994741,0.827153,A19
0.999499,0.980588,A15
0.08584,0.00237,none
0.985385,0.630404,A13
3.8e-05,3e-06,A17
0.998225,0.934314,A16
0.997591,0.912854,A10
1e-05,3e-06,none
0.998559,0.94603,A10
0.998266,0.935744,A15
6e-06,3e-06,none
1.0,0.996062,A09
3.9e-05,3e-06,none
0.999999,0.996062,A14
0.000196,5e-06,none
0.005902,0.00015,none
1.0,0.996062,A09
0.999992,0.996062,A12
0.997313,0.903767,A15
1.0,0.996062,A09
0.999185,0.968767,A10
0.999011,0.962352,A11
0.999894,0.995847,A07
0.999679,0.98747,A16
0.999986,0.996062,A16
1.6e-05,3e-06,none
0.005288,0.000134,A17
0.999993,0.996062,A11
9e-06,3e-06,none
0.041113,0.001084,A08
0.999939,0.996062,A10
0.999949,0.996062,A10
1.0,0.996062,A11
0.999969,0.996062,A13
1.0,0.996062,A12
1.0,0.996062,A12
0.999893,0.995795,A11
1.0,0.996062,A12
2.9e-05,3e-06,A17
0.640199,0.043075,A18
1.0,0.996062,A14
0.999979,0.996062,A10
0.955743,0.353309,A15
0.695629,0.054659,A08
0.002959,7.5e-05,A18
0.999956,0.996062,A07
3e-05,3e-06,A17
0.009033,0.000231,none
0.997191,0.899822,A10
0.999998,0.996062,A11
0.999886,0.99551,A12
0.999892,0.995767,A10
0.00036,9e-06,A17
0.999186,0.968793,A10
0.998858,0.956757,A07
0.999991,0.996062,A08
0.071338,0.00194,A18
9.9e-05,3e-06,none
0.999921,0.996062,A16
0.000246,6e-06,none
0.972197,0.469391,A19
0.907541,0.198926,A10
0.0,3e-06,none
0.993352,0.790801,A19
1.0,0.996062,A12
0.999974,0.996062,A14
0.051958,0.001385,A18
0.99998,0.996062,A07
0.99853,0.945018,A15
3e-06,3e-06,A17
0.997036,0.894855,A18
1.0,0.996062,A09
7e-06,3e-06,none
1.3e-05,3e-06,none
0.998624,0.948347,A15
0.025937,0.000673,A18
0.999452,0.978789,A16
0.994935,0.832485,A07
0.999997,0.996062,A11
0.997447,0.90812,A11
0.997493,0.909634,A10
0.000121,3e-06,none
0.999953,0.996062,A11
0.842605,0.11928,A18
1.0,0.996062,A09
0.999973,0.996062,A14
0.989006,0.694728,A13
0.998499,0.943905,A11
1.0,0.996062,A09
0.999638,0.985877,A08
1.0,0.996062,A09
0.999826,0.993187,A16
0.998282,0.936318,A13
0.999992,0.996062,A08
0.59754,0.036202,A14
0.999846,0.993934,A14
0.999987,0.996062,A07
0.993734,0.800481,A19
0.999707,0.988536,A15
0.967447,0.429178,A16
0.993368,0.791215,A10
0.998989,0.96152,A14
0.000357,9e-06,A19
0.999912,0.996062,A14
0.999944,0.996062,A15
0.059698,0.001604,A17
0.999995,0.996062,A13
0.788898,0.086377,A18
0.962093,0.391017,A10
6.3e-05,3e-06,none
0.999652,0.986409,A13
1.0,0.996062,A12
0.999335,0.974366,A08
0.999993,0.996062,A15
1.0,0.996062,A16
1.0,0.996062,A13
0.999959,0.996062,A08
0.000335,8e-06,A18
0.000193,5e-06,A19
0.999913,0.996062,A14
0.991346,0.743461,A10
1.0,0.996062,A09
0.986145,0.642939,A13
1.0,0.996062,A12
0.999515,0.981192,A16
1.0,0.996062,A12
0.006687,0.00017,A17
0.988274,0.680732,A10
0.995234,0.840846,A16
1.0,0.996062,A14
0.999781,0.991423,A11
0.999992,0.996062,A08
0.999991,0.996062,A13
0.017579,0.000452,none
2e-05,3e-06,none
0.999668,0.987056,A10
0.999953,0.996062,A10
0.999902,0.996062,A15
0.999996,0.996062,A13
0.994687,0.825669,A08
0.045339,0.0012,A17
0.030485,0.000795,A17
0.999407,0.977081,A11
0.999938,0.996062,A08
0.997867,0.922084,A12
1.0,0.996062,A12
0.000354,9e-06,none
1.9e-05,3e-06,none
3.9e-05,3e-06,A17
0.999994,0.996062,A09
0.999891,0.995692,A10
0.999785,0.991567,A14
0.999996,0.996062,A08
0.999838,0.993631,A15
1.0,0.996062,A16
0.739042,0.066857,A16
0.173595,0.005286,A18
0.999885,0.995473,A10
0.999583,0.983771,A07
0.999999,0.996062,A13
0.001123,2.8e-05,A19
0.996965,0.892596,A19
0.111865,0.003176,A18
0.999984,0.996062,A14
0.073353,0.001999,A19
0.998881,0.957598,A16
0.999989,0.996062,A14
0.000352,9e-06,none
0.009536,0.000244,A17
0.999899,0.99601,A14
5e-06,3e-06,none
0.916269,0.216819,A17
0.999992,0.996062,A07
0.996181,0.868421,A10
0.996258,0.870733,A11
0.995381,0.845015,A14
1.0,0.996062,A12
9e-06,3e-06,A17
0.350815,0.013487,A19
0.999988,0.996062,A14
0.569122,0.032335,A16
0.000354,9e-06,none
6.2e-05,3e-06,none
0.997791,0.919518,A10
0.983659,0.60363,A12
0.971643,0.464335,A18
1.0,0.996062,A12
1.0,0.996062,A09
0.999103,0.965739,A13
0.996287,0.871605,A07
0.928312,0.246763,A18
0.93456,0.265407,A15
0.999971,0.996062,A16
0.999974,0.996062,A10
0.990905,0.733788,A13
0.926859,0.242764,A13
0.944783,0.3021,A08
0.007494,0.000191,A18
9e-06,3e-06,A18
0.002687,6.8e-05,A17
0.000424,1.1e-05,none
0.001054,2.7e-05,none
1.0,0.996062,A09
0.054785,0.001464,A19
0.999533,0.981855,A08
3e-06,3e-06,none
1.0,0.996062,A16
0.999958,0.996062,A16
0.002034,5.2e-05,A17
0.470311,0.021969,A13
0.999729,0.989402,A14
0.99999,0.996062,A16
0.975516,0.501983,A15
0.999937,0.996062,A14
0.999983,0.996062,A13
1.0,0.996062,A12
0.995286,0.842312,A13
0.999797,0.992054,A08
0.98403,0.609193,A15
0.996508,0.878325,A13
0.96993,0.449344,A19
0.961926,0.389932,A15
0.99927,0.971917,A10
0.995575,0.850558,A15
0.000561,1.4e-05,A17
0.055214,0.001476,A18
0.022564,0.000584,A17
0.634495,0.04207,A19
0.99994,0.996062,A14
0.999929,0.996062,A16
0.000151,4e-06,A17
0.999976,0.996062,A16
0.999509,0.980951,A07
0.010464,0.000267,none
0.999626,0.985414,A13
2.3e-05,3e-06,A19
1.0,0.996062,A09
0.999996,0.996062,A13
0.999449,0.978689,A13
0.999997,0.996062,A10
0.999734,0.989606,A10
0.000915,2.3e-05,A18
0.999126,0.966583,A15
0.999974,0.996062,A11
0.004997,0.000127,none
0.999787,0.991655,A13
0.994873,0.830766,A19
0.999999,0.996062,A16
0.991619,0.749577,A13
0.989376,0.702033,A16
0.997753,0.918245,A10
0.999785,0.991562,A08
5.6e-05,3e-06,A17
3.1e-05,3e-06,A17
0.999992,0.996062,A15
0.994938,0.832559,A13
0.912523,0.208803,A18
0.998852,0.956541,A10
0.000203,5e-06,none
0.999992,0.996062,A08
0.999999,0.996062,A13
0.999957,0.996062,A11
0.999527,0.981637,A10
0.001782,4.5e-05,A18
0.998731,0.952176,A15
0.790111,0.086954,A13
0.999994,0.996062,A14
0.001924,4.9e-05,A10
0.999943,0.996062,A08
0.018715,0.000482,A18
0.793629,0.088664,A16
0.999976,0.996062,A11
1.0,0.996062,A09
0.999973,0.996062,A16
1.0,0.996062,A12
0.879555,0.155937,none
2.5e-05,3e-06,none
0.999427,0.977847,A16
0.003549,9e-05,A18
0.998832,0.955834,A08
1.0,0.996062,A09
0.00012,3e-06,none
0.000773,2e-05,A18
0.996764,0.886259,A08
0.02015,0.00052,none
0.000997,2.5e-05,A19
0.999664,0.986882,A11
0.987784,0.671665,A18
2.2e-05,3e-06,none
0.99912,0.966345,A16
1.0,0.996062,A14
0.000279,7e-06,A17
3e-06,3e-06,none
0.999974,0.996062,A07
0.999975,0.996062,A16
0.999973,0.996062,A13
0.993268,0.788705,A15
0.999997,0.996062,A12
0.002257,5.7e-05,A17
1.8e-05,3e-06,none
1.0,0.996062,A11
0.999848,0.994041,A07
0.999823,0.993043,A07
0.996026,0.863772,A12
8.1e-05,3e-06,none
0.018977,0.000489,A18
1.0,0.996062,A13
2.3e-05,3e-06,none
0.000492,1.2e-05,none
1.0,0.996062,A09
0.070702,0.001921,A18
0.999967,0.996062,A11
0.001069,2.7e-05,A17
0.999999,0.996062,A12
0.996745,0.885678,A08
0.998705,0.951228,A14
1.8e-05,3e-06,none
0.220286,0.007097,A08
0.964804,0.409507,A16
0.999913,0.996062,A15
0.000387,1e-05,none
6e-06,3e-06,none
0.999966,0.996062,A11
0.995557,0.850055,A10
0.64792,0.044485,A13
0.999942,0.996062,A15
5.4e-05,3e-06,none
0.999956,0.996062,A14
0.999948,0.996062,A15
1.0,0.996062,A12
1.0,0.996062,A13
0.999998,0.996062,A16
0.005199,0.000132,A18
0.998565,0.946259,A14
7e-06,3e-06,none
0.000272,7e-06,A17
0.005872,0.000149,A17
0.999626,0.985437,A13
0.996523,0.878792,A16
0.999778,0.991303,A10
2e-06,3e-06,A17
1.0,0.996062,A09
0.997294,0.903129,A15
0.999962,0.996062,A11
1.0,0.996062,A12
0.999713,0.988784,A08
0.994286,0.8149,A07
0.963212,0.398454,A16
0.999891,0.995692,A11
0.005708,0.000145,none
5.3e-05,3e-06,none
0.00515,0.000131,none
0.999998,0.996062,A08
1.0,0.996062,A09
0.000292,7e-06,none
0.99885,0.956463,A13
0.999941,0.996062,A16
0.0,3e-06,none
0.999963,0.996062,A12
0.974072,0.487292,A13
0.825148,0.106654,A18
0.000122,3e-06,none
0.977549,0.52416,A15
0.936758,0.272587,A19
0.000333,8e-06,A17
0.999868,0.994805,A15
1.0,0.996062,A09
6e-05,3e-06,A17
0.970005,0.449987,A16
7.7e-05,3e-06,A17
0.999313,0.973558,A08
0.004278,0.000109,none
0.99838,0.939717,A13
1.0,0.996062,A09
0.000806,2e-05,A18
0.059169,0.001589,A18
0.000751,1.9e-05,A19
0.999369,0.975662,A07
0.999607,0.984689,A08
5.9e-05,3e-06,A17
0.187763,0.005814,A18
0.999997,0.996062,A13
0.999797,0.992035,A12
0.999983,0.996062,A15
0.01092,0.000279,A19
0.999888,0.995594,A11
0.995732,0.85513,A10
0.999988,0.996062,A08
1.0,0.996062,A09
0.999998,0.996062,A09
1.0,0.996062,A12
1.0,0.996062,A09
0.047602,0.001263,A19
0.991629,0.749806,A13
0.999983,0.996062,A16
0.989496,0.704429,A10
0.98792,0.674163,A07
1e-06,3e-06,none
1.0,0.996062,A09
0.964889,0.410115,A14
0.928116,0.246216,A15
0.993648,0.798276,A07
0.999998,0.996062,A14
7e-06,3e-06,A17
0.999987,0.996062,A13
0.886895,0.165538,A10
0.999296,0.972919,A10
0.06114,0.001645,A19
0.210879,0.006715,A18
0.998143,0.931489,A11
0.000195,5e-06,A17
8e-05,3e-06,none
0.999996,0.996062,A08
1.0,0.996062,A09
0.998935,0.959564,A10
4.7e-05,3e-06,A17
0.999382,0.976132,A07
9.1e-05,3e-06,A17
0.002612,6.6e-05,A19
0.999961,0.996062,A19
8.5e-05,3e-06,A17
0.999946,0.996062,A11
0.999256,0.971396,A15
0.997578,0.912434,A14
0.999999,0.996062,A13
0.0,3e-06,none
0.99946,0.979078,A10
0.999937,0.996062,A07
0.070119,0.001904,A18
0.000468,1.2e-05,none
0.987753,0.671091,A07
7e-06,3e-06,none
0.998069,0.928949,A12
0.99997,0.996062,A10
1.0,0.996062,A12
0.998107,0.930247,A08
0.999999,0.996062,A14
0.000179,5e-06,none
1.0,0.996062,A09
0.99995,0.996062,A08
0.999989,0.996062,A19
0.567458,0.032124,none
1.0,0.996062,A09
1.0,0.996062,A12
1e-06,3e-06,none
0.99992,0.996062,A15
0.998141,0.931443,A13
0.999873,0.995006,A16
0.989837,0.711307,A19
0.999938,0.996062,A15
0.648149,0.044528,A16
1.0,0.996062,A09
0.998481,0.943276,A12
1.0,0.996062,A12
0.768812,0.077602,A15
0.986062,0.641552,A13
0.999991,0.996062,A15
0.999998,0.996062,A13
0.873863,0.14913,A08
0.990344,0.721807,A19
0.998016,0.927154,A07
0.410024,0.017278,A18
0.998771,0.953626,A11
0.029519,0.000769,none
0.999462,0.979182,A07
0.989641,0.707328,A19
2.4e-05,3e-06,A17
0.999892,0.995749,A11
5.4e-05,3e-06,A19
0.999991,0.996062,A07
0.147281,0.004351,A19
0.004882,0.000124,A19
2e-06,3e-06,none
0.999967,0.996062,A15
0.999754,0.990373,A10
0.999718,0.988978,A14
0.999839,0.993669,A13
0.993913,0.805102,A16
1.0,0.996062,A12
0.996268,0.871026,A16
0.999995,0.996062,A09
0.999888,0.99558,A16
0.999868,0.994791,A10
9.9e-05,3e-06,A17
0.999504,0.980765,A14
0.978596,0.536317,A16
0.000693,1.8e-05,none
0.999984,0.996062,A15
0.99909,0.96526,A11
0.005231,0.000133,A19
0.999974,0.996062,A07
0.876447,0.152155,A16
0.00305,7.7e-05,A18
0.999958,0.996062,A08
1.0,0.996062,A09
0.006554,0.000167,A18
0.992456,0.768947,A07
0.820876,0.103892,A18
1.0,0.996062,A12
0.546694,0.029607,A16
0.99999,0.996062,A08
0.965141,0.411922,A16
0.999566,0.98311,A14
0.769175,0.077749,A08
0.999985,0.996062,A11
0.995958,0.861769,A08
0.000107,3e-06,A17
0.051257,0.001365,A18
0.999792,0.99185,A07
0.0,3e-06,A17
0.999897,0.995954,A07
0.999896,0.995893,A10
0.992667,0.77399,A13
0.999993,0.996062,A11
0.999913,0.996062,A15
0.999811,0.992592,A09
0.000117,3e-06,none
0.999993,0.996062,A09
1.0,0.996062,A09
0.978029,0.529669,A07
0.999941,0.996062,A11
0.994736,0.827004,A08
0.462649,0.021317,A13
0.998001,0.926624,A15
8.6e-05,3e-06,none
0.000564,1.4e-05,A17
0.999969,0.996062,A11
0.999941,0.996062,A16
0.9821,0.581247,A13
1.0,0.996062,A13
0.680885,0.051214,A08
0.999999,0.996062,A16
1.0,0.996062,A09
0.999845,0.993911,A07
0.996369,0.874093,A13
0.999941,0.996062,A16
1.0,0.996062,A09
0.00036,9e-06,A17
0.99989,0.995678,A14
0.986304,0.64562,A13
0.99999,0.996062,A16
1.1e-05,3e-06,none
0.009913,0.000253,A19
0.999883,0.995394,A08
0.99966,0.98673,A15
1.0,0.996062,A16
0.999991,0.996062,A15
1.0,0.996062,A12
0.999771,0.991025,A08
0.972644,0.473546,A08
0.116612,0.003328,A18
0.992552,0.771251,A15
2.2e-05,3e-06,A17
0.996352,0.873564,A13
